1573104263,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205320
1573104263,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,184839
1573104289,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100267
1573104289,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122012
1573104289,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105995
1573104293,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175007
1573104293,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205326
1573104293,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,184858
1573104319,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100253
1573104319,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122027
1573104319,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105984
1573104322,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175021
1573104322,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205309
1573104322,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,184842
1573104349,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100257
1573104349,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122081
1573104349,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105974
1573104352,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175029
1573104352,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205287
1573104352,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,184864
1573104379,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100238
1573104379,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122181
1573104379,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105951
1573104382,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175039
1573104382,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205274
1573104382,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,184864
1573104409,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100227
1573104409,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122257
1573104409,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105945
1573104412,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175042
1573104412,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205256
1573104412,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,184846
1573104439,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100215
1573104439,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122292
1573104439,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105932
1573104442,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175038
1573104442,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205300
1573104442,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,184850
1573104469,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100206
1573104469,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122333
1573104469,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105933
1573104473,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175047
1573104473,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205349
1573104473,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,184870
1573104499,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100187
1573104499,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122315
1573104499,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105933
1573104503,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175068
1573104529,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100175
